Name,Rating,NumberOfUser,Address,lat,lon
Upnormal Coffee Roasters Mall Cijantung,4.4,59,"Jl. Pendidikan No.1, RT.1/RW.4, Cijantung, Kota Jakarta Timur",-6.3127198,106.8618402
Sipirock Coffee,4.2,380,"Ruko Galeri Niaga Kav. KM8-1, Jl. T. B. Simatupang No. 81, Tanjung Barat, RT.3/RW.2, Tanjung Barat, RT.3/RW.2, Tj. Bar., Kota Jakarta Selatan",-6.3044196,106.8461604
Kopi Untuk Pelaminan,4.5,2,"Apartemen Kebagusan City, Tower C KC36, Jl. Baung, RT.2/RW.3, Kebagusan, Kota Jakarta Selatan",-6.3077155,106.8354147
PYRO Coffee House & Roastery,4.5,66,"Jl. RS. Fatmawati Raya No.96, RW.4, Cilandak Bar., Kota Jakarta Selatan",-6.3019562,106.7949166
PHILOCOFFEE,4.6,175,"Jl. Pd. Labu I No.10, RT.2/RW.7, Pd. Labu, Kota Jakarta Selatan",-6.3052623,106.7931772
Toko Kopi TUKU - Karang Tengah,4.7,204,"Jl. Karang Tengah Raya No.16, RT.2/RW.3, Lb. Bulus, Kota Jakarta Selatan",-6.3109176,106.7813027
Kedai Kopi Kulo Fatmawati,4.6,33,"Jl. RS. Fatmawati Raya No.11, RT.8/RW.7, Pd. Labu, Kota Jakarta Selatan",-6.3018261,106.7947104
Toko Kopi Merpati (Munyang Datu Coffee Roastery),5,2,"Jl. Merpati Raya, Sawah Baru, Kota Tangerang Selatan",-6.2978288,106.7337034
EMOTIKOPI,5,26,"Jl. H. Hasan No.33A, RT.2/RW.2, Baru, Kota Jakarta Timur",-6.3273375,106.8501632
Kopi Sondang,4.7,79,"Jl. Agung Raya I No.39D, RT.9/RW.2, Lenteng Agung, Kota Jakarta Selatan",-6.3238425,106.8377277
Toko Kopi Seduh - Jagakarsa (Forest View),4.5,253,"Jl. Durian No.15, Jagakarsa, Kota Jakarta Selatan",-6.321848,106.8140823
Two d Coffee Roastery,4.6,397,"Jl. Mochammad Kahfi 1 Jl. Kp. Kandang No.26B, RT.10/RW.6, Jagakarsa, Kota Jakarta Selatan",-6.3183896,106.8112703
Ladang Coffee,4.4,656,"Jl. Paso No.168, RW.4, Jagakarsa, Kota Jakarta Selatan",-6.3161954,106.8142987
Teritori Kopi,4.5,71,"Jl. Sagu No.81, RT.11/RW.7, Jagakarsa, Kota Jakarta Selatan",-6.3169465,106.8180596
Epikurian Unbreakable Coffee & Roastery,4.5,52,"Jl. H. Abdul Karim No.24, RT.3/RW.3, Jagakarsa, Kota Jakarta Selatan",-6.3226584,106.8260257
KULTUR JARINGAN KOPI,4.5,426,"Jl. Kalisari No.4, RW.1, Kalisari, Kota Jakarta Timur",-6.336482,106.8549042
"Kedai Kopi Kulo, Cijantung",4.3,87,"Jl. Kalisari II No.40, RW.2, Kalisari, Kota Jakarta Timur",-6.3387918,106.8547652
Milenial Coffee & Roastery,4.6,16,"Jl. Raya Lenteng Agung (jalur lambat arah Depok) No: 24, RT.5/RW.8, Lenteng Agung, Kota Jakarta Selatan",-6.3391499,106.8357593
"de Ngokow Coffee Box & Roastery Kahfi 2, Jagakarsa",4.5,62,"Jl. Moch. Kahfi II No.54B, RT.7/RW.8, Srengseng Sawah, Kota Jakarta Selatan",-6.3435675,106.8171515
Pokta Kopi,4.7,86,"Jl. Wr. Sila No.111, Cipedak, Kota Jakarta Selatan",-6.3460955,106.8113542
Riel Kopi & Roastery,3.8,6,"Jl. H. Mendik, Gandul, Kota Depok",-6.3448406,106.7938524
Kohwa Coffeehouse,4.7,45,"Jl. Pajajaran Raya No.105, Pamulang Bar., Kota Tangerang Selatan",-6.3379935,106.7397342
Kopi Bolank (Pasar Kita Pamulang),4.8,20,"Pamulang Barat, Pamulang Barat, Tangerang Selatan",-6.3411198,106.737751
Isengopi,4.9,73,"Jl. K.H.M. Usman No.47, Kukusan, Kota Depok",-6.361203,106.816613
210 Roastery,4.8,67,"Jl. Moh. Kahfi 1 No.8, Cipedak, Kota Depok",-6.3636663,106.8038866
Tagetto Coffee Roastery,4.7,111,"Jalan Lingga Blok G no 245 PERUMAHAN MEGAPOLITAN CINERE ESTATE, Cinere, Kota Depok",-6.3492159,106.7807573
Olâ€™ Pops Coffee Cinangka,4.6,457,"Jl. Pendidikan No.77, Cinangka, Kota Depok",-6.3749273,106.7592154
Kopi Kenangan - Cityplaza Jatinegara,4.5,43,"Cityplaza Jatinegara, Jl. Matraman Raya, RT.7/RW.6, Bali Mester, Kota Jakarta Timur",-6.2139892,106.8643821
Kopi Kenangan - Epicentrum Walk,4.6,22,"Kawasan Rasuna Epicentrum, Ground Floor, Jl. HR. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",-6.2182788,106.8349515
Kopi Kenangan - Menara Kuningan,4,2,"Menara Kuningan, LG ""Area Foodcourt, Jl. H. R. Rasuna Said No.Kav. 5, RT.6/RW.7, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.2184332,106.8306344
Kopi Kenangan - Setiabudi One,4.2,49,"Setiabudi One, Jl. H. R. Rasuna Said No.Kav. 62, RT.18/RW.2, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.2152989,106.8300507
Kopi Kenangan - Plaza Festival,4.1,45,"Plaza Festival Mall Kuningan Epicentrum, Jl. H. R. Rasuna Said No.22, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",-6.2213651,106.8330346
Kopi Kenangan - Plaza Kuningan,0,0,"Plaza Kuningan, Level Ground, Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",-6.2168441,106.8314647
Kopi Kenangan - BP Jamsostek,4.4,13,"BP Jamsostek, Jl. Setia Budi Utara Raya, RT.5/RW.1, Kuningan, Setia Budi, Kota Jakarta Selatan",-6.2073349,106.8287456
Kopi kenangan,0,0,"No.Kav C22 Jl. H. R. Rasuna Said No.Kav X-6 No. 8, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",-6.2216056,106.8328035
Kopi Kenangan - Plaza Semanggi,4.6,45,"Plaza Semanggi, Jl. Jend. Sudirman No.1, RT.1/RW.4, Karet Semanggi, Kota Jakarta Selatan",-6.2200243,106.8146692
Kopi Kenangan - Wisma KEIAI,5,5,"Wisma KEIAI, Jl. Jend. Sudirman No.Kav 5, RT.10/RW.11, Karet Tengsin, Kota Jakarta Pusat",-6.2060014,106.8215641
Kopi Kenangan - Sahid Food StrEAT,4.2,55,"Sahid Food StrEAT Sahid City, Jl. Jend. Sudirman, RT.10/RW.11, Karet Tengsin, Kota Jakarta Pusat",-6.2102039,106.819438
Kopi Kenangan - Citywalk Sudirman,3.8,11,"Citywalk Sudirman, Lantai 2,, Jl. K.H. Mas Mansyur No.Kav 121,, RT.10/RW.11, Karet Tengsin, Kota Jakarta Pusat",-6.2089276,106.818054
Kopi Kenangan - Mangkuluhur City,5,2,"Hana Lounge, Mangkuluhur City D, Jl. Gatot Subroto No.Kav. 1-3, RT.1/RW.4, Karet Semanggi, Kota Jakarta Selatan",-6.2210217,106.8142779
Kopi Kenangan - Wisma BNI 46,4.3,3,"Wisma BNI 46, Jl. Jend. Sudirman No.Kav 1, RT.6/RW.8, Karet Tengsin, Kota Jakarta Pusat",-6.2035021,106.8200111
Kopi kenangan,0,0,"Jl. Bek Murad No.36, RW.1, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.2163182,106.8201553
Kopi Kenangan - Standart Chartered,0,0,"Standart Chartered, GF, Jl. Prof. DR. Satrio No.164, RT.3/RW.4, Karet Semanggi, Kota Jakarta Selatan",-6.2178246,106.8188785
Kopi Kenangan - Gedung GKBI,5,1,"Gedung GKBI, Suite G-01D, Jl. Jend. Sudirman No.28, RT.14/RW.1, Bend. Hilir, Kota Jakarta Pusat",-6.2175162,106.8127352
Kopi Kenangan - Teras Benhil,0,0,"Teras Benhil, Ground Floor, Jl. Bendungan Hilir No.34, RT.8/RW.1, Bend. Hilir, Kota Jakarta Pusat",-6.2141965,106.814934
Kopi Kenangan - Ruko Jalan Bek. Murad,4.7,12,"Ruko, Jl. Bek Murad No.30, RT.1/RW.1, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.2163381,106.8201376
Kopi Kenangan,0,0,"Jl. Jend. Sudirman No.30, RT.8/RW.3, Kuningan, Karet Semanggi, Kota Jakarta Selatan",-6.2141179,106.818979
Kopi Kenangan - Ruko Rawa Belong,5,6,"Ruko Rawa Belong, Jl. Raya Kb. Jeruk No.11, RT.6/RW.12, Palmerah, Kota Jakarta Barat",-6.2005746,106.7827424
Kopi Kenangan - Kota Kasablanka,4.5,110,"Kota Kasablanka (The Common Unit GF-FSG 07, Jl. Casablanca No.88, RT.2/RW.14, Menteng Dalam, Kota Jakarta Selatan",-6.2236367,106.8434588
Kopi Kenangan - GO Kitchen Tebet,4.6,52,"5, Jl. Tebet Barat Dalam Raya No.64, RT.17/RW.3, Tebet Bar., Kota Jakarta Selatan",-6.2374225,106.8453921
Kopi Kenangan - Menara Karya,4.2,12,"Unnamed Road, RT.1/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan",-6.2332523,106.831227
Kopi Kenangan - Tempo Pavilion,4.4,11,"Gedung Tempo Pavilion 2 No.Kav 10, Jl. H. R. Rasuna Said No.Kav. X-2 No. 5, RT.16/RW.4, Kuningan, Kuningan Tim., Kota Jakarta Selatan",-6.2275573,106.8328598
Kopi Kenangan Pasar Festival,3,1,"RT.16/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.22278,106.83235
Kopi Kenangan - Tempo Scan Tower,4.5,44,"No.Kav3, Tempo Scan Tower Basement Level, Jl. H. R. Rasuna Said No.4, RT.5/RW.4, Kuningan Tim., Kota Jakarta Selatan",-6.235247,106.8292726
Kopi Kenangan - Cyber Tower,4,1,"GF, Cyber2 Tower, Jl. H. R. Rasuna Said No.13, RT.7/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan",-6.2263629,106.8323106
Kopi Kenangan - SPBU Jalan Supomo,4.5,10,"SPBU Jalan Supomo, Jl. Prof. DR. Soepomo No.57, RT.5/RW.1, Menteng Dalam, Kota Jakarta Selatan",-6.2384318,106.8442155
Kopi Kenangan,4.4,137,"RDTX Tower Lobby Level Jl. Prof Dr. Satrio kav. E4 no.6, RT.5/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan",-6.22457,106.825548
Kopi Kenangan - Wisma Mulia,4.7,19,"Hana Lounge, Wisma Mulia, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Barat, Kota Jakarta Selatan",-6.2351146,106.8234608
Kopi Kenangan - Lotte Shopping Avenue,4.3,31,"Lotte Shopping Avenue Food Avenue Lt. 4, Jl. Prof. DR. Satrio, RT.18/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan",-6.2256292,106.8235552
Kopi Kenangan - Menara Jamsostek,3.8,8,"Gedung Parkir Menara Jamsostek, Lantai 1, Jl. Gatot Subroto No.Kav.38, RT.6/RW.1, Kuningan Bar., Kota Jakarta Selatan",-6.2330304,106.8216022
Kopi Kenangan - Sopo Del Tower,3.6,16,"Jl. Mega Kuningan Barat III, RT.4/RW.5, Kuningan, Kuningan Tim., Kota Jakarta Selatan",-6.2281636,106.8245618
Kopi Kenangan - Capital Place,4.1,15,"Capital Place @Komunal, Jl. Gatot Subroto No.Kav 18, RT.6/RW.1, Kuningan Bar., Kota Jakarta Selatan",-6.232082,106.8203679
Kopi Kenangan - Electronic City SCBD,4,12,"Food Court Electronic City SCBD Lot 22, Lt. 2, Jl. Jend. Sudirman No.RT.5, RT.5/RW.1, Senayan, Kota Jakarta Selatan",-6.226337,106.8110659
Kopi Kenangan - Grab Kitchen Tendean,3.7,3,"Grab Kitchen Tendean, Jl. Kapten Tendean No.80, RT.5/RW.1, Mampang Prpt., Kota Jakarta Selatan",-6.2404892,106.8238725
Kopi Kenangan - Arta Graha,5,1,"Arta Graha, Basement, Jl. Jend. Sudirman No.Kav. 52 - 53, RT.5/RW.3, Senayan, Kota Jakarta Selatan",-6.2246172,106.811067
Kopi Kenangan - Equity Tower,4.4,39,"Equity Tower Sudirman Central Business District Lot 9, Jl. Jend. Sudirman No.Kav.52-53, RT.5/RW.3, Senayan, Kota Jakarta Selatan",-6.2265152,106.8085541
Kopi Kenangan - Graha CIMB Niaga,4.7,28,"Graha CIMB Niaga, Jl. Jend. Sudirman No.Kav 58, RT.5/RW.3, Senayan, Kota Jakarta Selatan",-6.2251271,106.8058992
Kopi Kenangan - Pacific Place,4,10,"Pacific Place Mall LG #16, Jl. Jend. Sudirman No.52-53, RT.5/RW.3, Senayan, Kota Jakarta Selatan",-6.224618,106.8099103
Kopi Kenangan - Summitmas Tower,5,4,"Gedung Summitmas II, Jl. Jend. Sudirman No.Kav 61- 62, RT.5/RW.3, Senayan, Kota Jakarta Selatan",-6.226099,106.8043416
Kopi Kenangan - Plaza Senayan,4.8,6,"Plaza Senayan, LG Floor, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kota Jakarta Pusat",-6.2255785,106.7990353
Kopi Kenangan - Kyai Maja,4.6,308,"Jl. Kyai Maja No.29, Kramat Pela, Kota Jakarta Selatan",-6.240839,106.7936003
Kopi Kenangan - Ratu Plaza,5,1,"Ratu Plaza, Ground Floor, Jl. Jend. Sudirman No.Kav. 9, RT.1/RW.3, Gelora, Kota Jakarta Pusat",-6.2267708,106.8010358
Kopi Kenangan - Mandiri Lounge Senayan City,4.2,5,"Mandiri Lounge Senayan City, LG Floor, Jl. Asia Afrika No.19, RT.1/RW.3, Gelora, Kota Jakarta Pusat",-6.2271849,106.7972822
Kantor perusahaan kopi kenangan,5,2,"Jl. Bumi, RT.3/RW.2, Gunung, Kota Jakarta Selatan",-6.2385567,106.7901642
Kopi Kenangan - Mall Metro Cipulir,4.3,23,"Mall Metro Cipulir, GF, Jl. Ciledug Raya, RT.1/RW.1, Ulujami, Kota Jakarta Selatan",-6.2383009,106.764058
Kopi Kenangan - Kalibata City,4.3,57,"Kalibata City Square, Jl. Raya Kalibata No.1 9 4, RT.9/RW.4, Rawajati, Kota Jakarta Selatan",-6.2558885,106.8519132
Kopi Kenangan - Plaza Kalibata,0,0,"GF, Plaza Kalibata, Jl. Raya Kalibata No.141, RT.3/RW.2, Rawajati, Kota Jakarta Selatan",-6.2572996,106.8559941
Kopi Kenangan - Bidakara,5,1,"Bidakara, Lantai Lobby, Jl. Gatot Subroto Jl. H Kavling No.71-73, RT.1/RW.1, Menteng Dalam, Kota Jakarta Selatan",-6.2418488,106.8409247
Kopi Kenangan - SOHO Pancoran,1,1,"SOHO Pancoran, GF, Jl. Letjen M.T. Haryono No.Kav. 2-3, RT.1/RW.6, Tebet Bar., Kota Jakarta Selatan",-6.2427134,106.8450447
Kopi Kenangan - Lippo Plaza Mampang,3.3,3,"Lippo Plaza Mampang, Ground Floor, Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kota Jakarta Selatan",-6.2536282,106.8266892
Kopi Kenangan - La Codefin Kemang,4.7,49,"La Codefin Kemang, GF, Jl. Kemang I No.3-5",-6.2560731,106.8126514
Kopi Kenangan - Blok M Plaza,3.9,21,"Blok M Plaza, UG Floor, Jl. Bulungan No.78, RT.6/RW.6, Kramat Pela, Kota Jakarta Selatan",-6.2439342,106.797202
Kopi Kenangan - Pasaraya Blok M,4.4,122,"Pasaraya Blok M, GF, Jl. Iskandarsyah II No.3, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.2439915,106.8027447
Kopi Kenangan - Gandaria City,4.3,49,"Gandaria City Mall, Lantai Upper Ground, Jl. Raya Kby. Lama No.10, RT.10/RW.6, Kby. Lama Utara, Kota Jakarta Selatan",-6.2448718,106.7834858
Kopi Kenangan - PGC (Pusat Grosir Cililitan),4,13,"Jalan Mayjen Sutoyo No.76 2 RT.2 13, Cililitan, Kota Jakarta Timur",-6.2618858,106.8655761
Kopi Kenangan - Lippo Plaza Kramat Jati,3.3,11,"Jl. Raya Bogor No.KM.19, RT.14/RW.6, Kramat Jati, Kota Jakarta Timur",-6.2713195,106.8680651
Kopi Kenangan - Shell Pasar Minggu,4.9,8,"Shell, Jl. Raya Pasar Minggu No.10, RT.2/RW.4, Kalibata, Kota Jakarta Selatan",-6.2643238,106.8429824
Kopi Kenangan - Lippo Mall Kemang,5,1,"Lippo Mall Kemang, Lantai UGM-OD, Jl. Pangeran Antasari No.36, RT.11/RW.5, Bangka, Kota Jakarta Selatan",-6.2607157,106.8127664
Kopi Kenangan - Grab Kitchen Fatmawati,4.1,9,"Grab Kitchen, Jl. RS. Fatmawati Raya Jl. Mangga No.22, Gandaria Sel., Kota Jakarta Selatan",-6.2704674,106.7971928
Kopi Kenangan - Shell Antasari,4.8,14,"Shell Antasari, Jl. Pangeran Antasari No.68, RT.4/RW.11, Cipete Utara, Kota Jakarta Selatan",-6.2654789,106.8081927
Kopi Kenangan,0,0,"SPBU Pertamina, Jl. Raya Bogor, RT.1/RW.5, Pekayon, Kota Jakarta Timur",-6.2709147,106.7962827
Kopi Kenangan - Lotte Mart Fatmawati,4.5,19,"Golden Fatmawati, Lotte Mart Fatmawati, Lantai Ground floor Komp, Jl. RS. Fatmawati Raya No.15, RT.8/RW.6, Gandaria Sel., Kota Jakarta Selatan",-6.2767867,106.7972352
Kopi Kenangan - Pondok Indah Mall 2,4,53,"Pondok Indah Mall 2 Lantai 3 Jl. Metro Pondok Indah No.Kav. IV, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",-6.2655739,106.782614
Kopi Kenangan - Shell Ciputat 1 (Container),3.5,4,"Shell Ciputat 1, Jl. Ciputat Raya No.1-4, RT.1/RW.2, Pd. Pinang, Kota Jakarta Selatan",-6.2610498,106.7757103
Kopi Kenangan - Bintaro Plaza,5,2,"Bintaro Plaza, Lantai 1, Jl. Raya Bintaro Utama Sektor 3A, Pd. Karya, Kota Tangerang Selatan",-6.2720993,106.7416892
Kopi Kenangan - Lotte Mart Bintaro,3.8,32,"Lotte Mart Bintaro, Lantai GF, JL M.H. Thamrin CBD Area Kav. Blok B7 01-06, Pd. Jaya, Kota Tangerang",-6.2750724,106.7235521
Kopi Kenangan - Pejaten Village,4.2,40,"Pejaten Village, Jl. Warung Jati Barat No.39, RT.1/RW.5, Jati Padang, Kota Jakarta Selatan",-6.2805394,106.8290841
Kopi Kenangan - Gedung Aurum Container,4.6,8,"Gedung Aurum Container, Jl. Ampera Raya No.12, RT.8/RW.2, Cilandak Tim., Kota Jakarta Selatan",-6.285856,106.8184233
Kopi Kenangan - Cibis Tower 9,0,0,Jl. TB Simatupang No.2,-6.2929005,106.8150792
Kopi Kenangan - Cilandak Town Square,3.8,9,"First Level, Town Square, Cilandak, Jl. TB Simatupang No.Kav. 17, RT.2/RW.1, Cilandak Bar., Kota Jakarta Selatan",-6.2917438,106.7997013
Kopi Kenangan - Alamanda Tower,5,2,"GF, Alamanda Tower, RT.1/RW.1, Cilandak Bar., Kota Jakarta Selatan",-6.2909744,106.8046101
Kopi Kenangan - Point Square,5,1,"Lt 3 Unit 3F 29, Jl. H. Ilyas No.168, RT.9/RW.7, Lb. Bulus, Kota Jakarta Selatan",-6.2900462,106.7777306
Kopi Kenangan - Ruko Lebak Bulus,1,1,"Ruko Jl. Bina Marga, RT.10/RW.10, Lb. Bulus, Jakarta",-6.2864857,106.775043
Kopi Kenangan - Ruko bawah St. MRT Lebak Bulus,5,1,"Jl. Lebak Bulus Raya No.45. I, RW.7, Pd. Pinang, Kota Jakarta Selatan",-6.2890088,106.773928
Kopi Kenangan - Giant Supermarket Rempoa,0,0,"Giant Supermarket, Jl. Rempoa Raya No.36, Rempoa, Kota Tangerang Selatan",-6.2833259,106.7608748
Kopi Kenangan - Grab Kitchen Pondok Aren,4.4,14,"Grab Kitchen, Jl. Tegal Rotan Raya No.50A, Sawah Baru, Kota Tangerang Selatan",-6.2843718,106.7257056
Kopi Kenangan - Bintaro Jaya Exchange,4.5,4,"Bintaro Jaya Xchange Mall, UG, Jl. Boulevard Bintaro Jaya No.2, Pd. Jaya, Kota Tangerang Selatan",-6.2853471,106.7278067
Kopi Kenangan - Mall Graha Cijantung,0,0,"Mall Graha Cijantung, GF, Jl. Pendidikan I No.1, RT.1/RW.4, Cijantung, Kota Jakarta Timur",-6.3125716,106.8618582
Kopi Kenangan - Plaza Oleos,4.1,94,"Jl. TB Simatupang No.53A, RT.2/RW.1, Kebagusan, Kota Jakarta Selatan",-6.2982583,106.8298938
Kopi Kenangan - Grab Kitchen Pasar Minggu,4.7,41,"Grab Kitchen Pasar Minggu, JL Raya Rawa bambu A.5 RT/RW 001/007, RT.1/RW.7, Ps. Minggu, Kota Jakarta Selatan",-6.2947968,106.8407033
Kopi Kenangan - Transmart Cilandak,4.5,2,"Transmart Cilandak, Lantai 1, Jl. Raya Cilandak KKKO No. 1A, RT.1/RW.5, Ragunan, Kota Jakarta Selatan",-6.3019184,106.8144273
Kopi Kenangan - One Bell Park Cinere,4,2,"One Bell Park Cinere, Ground Floor, Jl. RS. Fatmawati Raya No.1, RT.2/RW.1, Pd. Labu, Kota Jakarta Selatan",-6.3046389,106.7949669
Kopi Kenangan - Mayapada Hospital,4.4,76,"Mayapada Hospital Tower 2 Jalan Lebak Bulus I RT.1/RW.1 Lebak Bulus Kecamatan Cilandak , Daerah Khusus Ibukota, RT.6/RW.4, Cilandak Bar., Kota Jakarta Selatan",-6.2977751,106.7856979
Kopi Kenangan - Gojek Kitchen Cilandak,5,2,"Gojek Kitchen, Jl. Lebak Bulus Raya, RT.1/RW.4, Lb. Bulus, Kota Jakarta Selatan",-6.2995562,106.7748227
Kopi Kenangan - Ruko UIN,5,14,"Ruko UIN, l, Jl. Ir H. Juanda No.107, Cemp. Putih, Kota Tangerang Selatan",-6.3054492,106.7574247
Kopi Kenangan - Cinere Bellevue,4.8,11,"Cinere Bellevue, Jl. Merawan No.23, Pangkalan Jati, Kota Depok",-6.3175745,106.7822585
Kopi Kenangan - Mall Cinere,4.5,31,"Mall Cinere, Lantai 1, Jl. Cinere Raya, Blok, Jl. H. Rosyid No.38, Pangkalan Jati, Kota Depok",-6.3235195,106.7839152
Kopi Kenangan Maxxbox Cinere,0,0,"Puri, Pangkalan Jati, Depok City",-6.3214309,106.7835097
Kopi Kenangan - Living Plaza Pamulang,0,0,"Lt 1 Unit 1-IC-06&07, R.E. No.54, Jl. Laksamana R.E. Martadinata, Pd. Cabe Udik, Kota Tangerang Selatan",-6.344577,106.7499625
Kopi Kenangan - Shell Pamulang,4.4,36,"Shell, Jl. Pajajaran No.45, Pamulang Bar., Kota Tangerang Selatan",-6.3418122,106.737288
Kopi Kenangan - Ruko Margonda,4.7,32,"Margonda Residence, Jl. Margonda Raya No.485, Pondok Cina, Kota Depok",-6.3639882,106.8334762
Kopi Kenangan FEUI,3,2,"Fakultas Ekonomi UI, Kukusan, Depok City",-6.3609389,106.8254103
Kopi Kenangan - Giant Supermarket Cimanggis,4.6,5,"Giant Cimanggis, Jl. Raya Bogor No.KM. 31, Mekarsari, Kota Depok",-6.3710995,106.8608393
Kopi Kenangan - Pesona Square Depok,4.5,102,"Bakti Jaya, Depok City",-6.380905,106.8441465
Kopi Kenangan - The Park Sawangan,4.8,6,"The Park Sawangan, LG, Jl. Raya Cinangka No.38, RT.2/RW.4, Serua, Kota Depok",-6.3762872,106.7448082
